"Generation","Term","classicFisher","Significant","-log10(p-value)"
"Gen2","sterol metabolic process",0.41494,2,0.382014697390998
"Gen2","pyrimidine nucleoside monophosphate bios...",0.41497,3,0.381983299204537
"Gen2","positive regulation of chemotaxis",0.41498,1,0.381972833646807
"Gen2","fatty acid alpha-oxidation",0.41542,1,0.381512598603645
"Gen2","mitochondrial RNA modification",0.41544,1,0.381491690413
"Gen2","regulation of blood coagulation",0.41577,1,0.381146850513197
"Gen2","modified amino acid catabolic process",0.41624,1,0.38065618711202
"Gen2","hypothalamus development",0.41626,1,0.380635320109882
"Gen2","mitochondrial calcium ion homeostasis",0.41663,1,0.3802494613077
"Gen2","cysteine biosynthetic process via cystat...",0.41667,1,0.380207767369648
"Gen2","positive regulation of sterol transport",0.41667,1,0.380207767369648
"Gen2","dsRNA transport",0.41726,1,0.379593246277769
"Gen2","regulation of cardiac muscle tissue grow...",0.41729,2,0.379562022661538
"Gen2","COPII-coated vesicle budding",0.41757,1,0.379270710442742
"Gen2","regulation of calcium-mediated signaling",0.41794,1,0.378886061620326
"Gen2","synaptic vesicle budding from presynapti...",0.41935,1,0.377423352646522
"Gen2","phospholipid catabolic process",0.41974,1,0.377019641816602
"Gen2","gluconeogenesis",0.41976,4,0.376998948809717
"Gen2","muscle organ development",0.42058,6,0.376151383328624
"Gen2","nucleotide-sugar biosynthetic process",0.42083,2,0.375893307898879
"Gen2","adenylate cyclase-activating dopamine re...",0.42105,1,0.37566632830988
"Gen2","regulation of programmed cell death",0.42125,15,0.375460086120605
"Gen2","regulation of toll-like receptor signali...",0.42158,1,0.375120000489216
"Gen2","germ-line cyst formation",0.42166,1,0.375037595578025
"Gen2","negative regulation of protein transport",0.42246,1,0.374214405298101
"Gen2","2'-deoxyribonucleotide biosynthetic proc...",0.42328,2,0.373372251476
"Gen2","alcohol catabolic process",0.42374,1,0.372900537747125
"Gen2","spiracle morphogenesis, open tracheal sy...",0.42386,1,0.372777566208246
"Gen2","regulation of imaginal disc growth",0.42447,1,0.372152998694143
"Gen2","positive regulation of cyclin-dependent ...",0.42451,1,0.372112074810685
"Gen2","pyrimidine deoxyribonucleoside monophosp...",0.425,2,0.371611069949688
"Gen2","negative regulation of lipid metabolic p...",0.42501,1,0.371600851376215
"Gen2","positive regulation of multicellular org...",0.42514,1,0.371468031795935
"Gen2","apical constriction",0.42612,1,0.37046808165076
"Gen2","positive regulation of protein kinase ac...",0.42627,3,0.370315231023798
"Gen2","regulation of reproductive process",0.42679,2,0.369785764963823
"Gen2","apposition of dorsal and ventral imagina...",0.42689,1,0.369684018528651
"Gen2","pyrimidine nucleotide biosynthetic proce...",0.42721,7,0.36935859002915
"Gen2","mitochondrial RNA processing",0.42848,1,0.368069444668085
"Gen2","receptor metabolic process",0.42972,1,0.366814432940472
"Gen2","rRNA 3'-end processing",0.42989,2,0.366642657221516
"Gen2","establishment or maintenance of microtub...",0.43001,1,0.36652144466618
"Gen2","neural crest cell differentiation",0.43133,2,0.365190334616966
"Gen2","negative regulation of mRNA catabolic pr...",0.432,1,0.364516253185088
"Gen2","nucleotide-excision repair, DNA damage r...",0.4324,1,0.364114314718727
"Gen2","L-serine metabolic process",0.43299,2,0.363522133658111
"Gen2","cerebral cortex cell migration",0.43333,1,0.363181243152459
"Gen2","inositol metabolic process",0.43396,1,0.362550299473361
"Gen2","negative regulation of secretion",0.43397,1,0.362540291880999
"Gen2","response to topologically incorrect prot...",0.43431,5,0.362200170879953
"Gen2","presynapse organization",0.43499,1,0.361520726941314
"Gen2","regulatory ncRNA-mediated gene silencing",0.43534,3,0.361171427073769
"Gen2","detection of chemical stimulus involved ...",0.4356,1,0.360912128916263
"Gen2","pyrimidine nucleobase catabolic process",0.43639,1,0.360125209950283
"Gen2","positive regulation of actin filament po...",0.4364,1,0.360115258083696
"Gen2","positive regulation of protein serine/th...",0.43674,3,0.359777030236362
"Gen2","multi-organism reproductive process",0.43688,3,0.359637836472513
"Gen2","enzyme-linked receptor protein signaling...",0.43718,10,0.359339714261939
"Gen2","chromatin remodeling",0.43719,8,0.359329780378528
"Gen2","regulation of cytokinesis",0.43736,3,0.359160939116499
"Gen2","glial cell development",0.43768,2,0.358843298230587
"Gen2","positive regulation of cell adhesion",0.43812,4,0.358406921002648
"Gen2","L-histidine metabolic process",0.43828,1,0.358248347023012
"Gen2","regulation of protein phosphorylation",0.43889,9,0.357644314334555
"Gen2","mitotic spindle assembly",0.43893,1,0.357604734969109
"Gen2","response to interleukin-4",0.43899,2,0.357545372683354
"Gen2","imaginal disc growth",0.43926,1,0.357278342762926
"Gen2","synaptic assembly at neuromuscular junct...",0.43945,2,0.357090531191765
"Gen2","eating behavior",0.44,1,0.356547323513813
"Gen2","lymphocyte activation involved in immune...",0.44134,1,0.355226709325924
"Gen2","peptidyl-arginine methylation",0.44152,1,0.355049618942793
"Gen2","endothelial cell proliferation",0.44181,1,0.354764458460806
"Gen2","regulation of proteasomal protein catabo...",0.44268,5,0.353910098725572
"Gen2","response to xenobiotic stimulus",0.44279,1,0.353802195819194
"Gen2","T cell activation",0.44289,2,0.353704125526594
"Gen2","intracellular monoatomic ion homeostasis",0.44373,11,0.352881208213767
"Gen2","peptidyl-lysine modification",0.4448,5,0.351835221425999
"Gen2","regulation of leukocyte migration",0.44611,1,0.350558041505877
"Gen2","eye photoreceptor cell development",0.44615,1,0.350519102677985
"Gen2","positive regulation of immune system pro...",0.44618,8,0.350489900848029
"Gen2","adult locomotory behavior",0.44641,5,0.350266085360407
"Gen2","positive regulation of sequestering of c...",0.44648,1,0.350197990491396
"Gen2","nucleobase-containing compound catabolic...",0.44664,18,0.350042385157627
"Gen2","cytoplasmic microtubule organization",0.44701,3,0.349682761216518
"Gen2","chemical homeostasis",0.44734,24,0.349362266587945
"Gen2","peptide hormone secretion",0.44737,2,0.349333142437187
"Gen2","cellular response to nitrogen starvation",0.44847,2,0.348266603389618
"Gen2","skeletal muscle fiber development",0.44879,2,0.347956828652973
"Gen2","pyruvate metabolic process",0.44894,8,0.347811697771991
"Gen2","regulation of tube diameter, open trache...",0.44935,2,0.347415253973341
"Gen2","inorganic ion homeostasis",0.4495,12,0.347270303930752
"Gen2","pyrimidine-containing compound salvage",0.44974,1,0.347038484442892
"Gen2","cell wall organization or biogenesis",0.44981,1,0.346970893727991
"Gen2","regulation of protein tyrosine kinase ac...",0.45058,1,0.346228089315265
"Gen2","one-carbon metabolic process",0.45061,5,0.346199174581498
"Gen2","cellular response to radiation",0.45073,5,0.346083534893619
"Gen2","positive regulation of growth",0.4518,5,0.345053773415656
"Gen2","axis elongation",0.45236,1,0.344515804602693
"Gen2","unidimensional cell growth",0.45298,1,0.343920972559762
"Gen2","neuronal stem cell population maintenanc...",0.45309,1,0.343815522885357
"Gen2","labyrinthine layer development",0.45435,1,0.342609467611463
"Gen2","somatic stem cell population maintenance",0.45447,5,0.342494779690574
"Gen2","defense response to symbiont",0.45451,4,0.342456557112987
"Gen2","lagging strand elongation",0.45455,1,0.342418337899102
"Gen2","hair cell differentiation",0.45472,2,0.342255943752624
"Gen2","lipid oxidation",0.45539,8,0.341616510375471
"Gen2","epithelial cell differentiation",0.45641,10,0.340644848703338
"Gen2","extracellular matrix disassembly",0.45665,2,0.340416538016072
"Gen2","organophosphate catabolic process",0.45694,8,0.340140822642695
"Gen2","T cell activation involved in immune res...",0.45745,1,0.33965636806918
"Gen2","mitochondrial fission",0.45771,1,0.339409599048828
"Gen2","pyridine-containing compound catabolic p...",0.45829,5,0.338859619063747
"Gen2","adenylate cyclase-activating G protein-c...",0.45946,1,0.337752291754337
"Gen2","multicellular organismal response to str...",0.46091,1,0.336383869229123
"Gen2","learning",0.46154,1,0.335790654277333
"Gen2","sterol biosynthetic process",0.46267,2,0.334728659689317
"Gen2","cuticle development",0.46352,2,0.333931522140313
"Gen2","microtubule cytoskeleton organization in...",0.4639,4,0.33357562748124
"Gen2","contractile actin filament bundle assemb...",0.46429,2,0.333210670181744
"Gen2","regulation of viral genome replication",0.46429,1,0.333210670181744
"Gen2","regulation of muscle cell differentiatio...",0.46443,2,0.333079734640511
"Gen2","regulation of tube diameter",0.46465,6,0.332874058514011
"Gen2","nucleobase-containing small molecule cat...",0.46476,1,0.332771256966292
"Gen2","ruffle organization",0.46506,1,0.332491012727425
"Gen2","compound eye development",0.46534,3,0.332229614493108
"Gen2","regulation of monoatomic anion transmemb...",0.46559,1,0.331996356088962
"Gen2","NADPH regeneration",0.46631,3,0.331325271017197
"Gen2","negative regulation of cell cycle proces...",0.46654,6,0.331111114973113
"Gen2","phospholipase C-activating G protein-cou...",0.46661,1,0.331045958002014
"Gen2","nucleotide-excision repair, DNA gap fill...",0.46709,1,0.330599430488514
"Gen2","skeletal myofibril assembly",0.46783,2,0.329911932127752
"Gen2","fibroblast growth factor receptor signal...",0.46796,3,0.329791267698744
"Gen2","anatomical structure maturation",0.46812,5,0.329642803640584
"Gen2","regulation of cell communication by elec...",0.46813,1,0.329633526321878
"Gen2","cellular response to metal ion",0.46931,1,0.328540191795284
"Gen2","positive regulation of intracellular tra...",0.46996,2,0.327939104869693
"Gen2","negative regulation of cytokine producti...",0.47051,2,0.327431141846358
"Gen2","regulation of signaling receptor activit...",0.47087,1,0.327098978381856
"Gen2","regulation of protein stability",0.47092,5,0.327052864653497
"Gen2","wing disc pattern formation",0.47176,1,0.32627888523025
"Gen2","negative regulation of transport",0.47214,3,0.32592920430634
"Gen2","cellular senescence",0.4728,1,0.325322532126801
"Gen2","regulation of inflammatory response",0.47288,3,0.325249053659169
"Gen2","Schwann cell development",0.47297,1,0.325166405240309
"Gen2","germarium-derived oocyte fate determinat...",0.47346,1,0.324716706234262
"Gen2","regulation of cellular response to heat",0.47359,4,0.324597476451247
"Gen2","mitotic cell cycle process",0.47374,17,0.324459944286469
"Gen2","snRNA modification",0.47444,1,0.32381870276574
"Gen2","cell maturation",0.47445,5,0.323809549028596
"Gen2","ribosomal protein import into nucleus",0.47454,1,0.323727174075249
"Gen2","cell communication by electrical couplin...",0.475,1,0.323306390375133
"Gen2","sterol transport",0.475,1,0.323306390375133
"Gen2","regulation of coagulation",0.47537,1,0.322968229518998
"Gen2","cellular response to molecule of bacteri...",0.47619,1,0.322219729028618
"Gen2","intracellular cholesterol transport",0.47619,1,0.322219729028618
"Gen2","positive regulation of cholesterol trans...",0.47619,1,0.322219729028618
"Gen2","regulation of cholesterol transport",0.47619,1,0.322219729028618
"Gen2","negative regulation of cell cycle",0.47651,7,0.32192798086144
"Gen2","protein alkylation",0.47661,3,0.321836849737658
"Gen2","intracellular transport of virus",0.47676,1,0.321700188897012
"Gen2","cellular response to lipopolysaccharide",0.47718,1,0.3213177671636
"Gen2","nucleobase catabolic process",0.47761,1,0.320926588705837
"Gen2","deoxyribonucleotide metabolic process",0.47818,3,0.320408592317443
"Gen2","fatty acid derivative catabolic process",0.47896,1,0.319700754862372
"Gen2","cellular respiration",0.47904,12,0.319628221337042
"Gen2","protein O-linked mannosylation",0.47974,1,0.318994069203397
"Gen2","negative regulation of extrinsic apoptot...",0.48029,1,0.318496455605532
"Gen2","neuromuscular junction development",0.48029,4,0.318496455605532
"Gen2","negative regulation of calcium ion trans...",0.48046,1,0.31834276304723
"Gen2","cellular response to oxygen-containing c...",0.4813,8,0.317584138322641
"Gen2","cytoskeleton-dependent intracellular tra...",0.48314,6,0.315927005030275
"Gen2","mesenchymal cell migration",0.48407,1,0.315091831711882
"Gen2","striated muscle cell apoptotic process",0.48467,3,0.314553861312266
"Gen2","negative regulation of phospholipase C-a...",0.48485,1,0.314392600053827
"Gen2","positive regulation of ERBB signaling pa...",0.48581,1,0.313533549843526
"Gen2","endocytic recycling",0.4861,1,0.313274378925458
"Gen2","metanephros development",0.4861,1,0.313274378925458
"Gen2","negative regulation of monoatomic ion tr...",0.48635,1,0.313051079788499
"Gen2","endoplasmic reticulum unfolded protein r...",0.48667,2,0.312765424325673
"Gen2","response to fungus",0.48676,1,0.312685117568161
"Gen2","negative regulation of intracellular ste...",0.48686,1,0.312595905250536
"Gen2","regulation of G protein-coupled receptor...",0.48732,2,0.312185764462338
"Gen2","regulation of membrane lipid distributio...",0.48789,1,0.311678083280081
"Gen2","positive regulation of actin filament bu...",0.48813,1,0.311464500202362
"Gen2","regulation of cytokine-mediated signalin...",0.48845,1,0.311179886060801
"Gen2","S-adenosylmethionine metabolic process",0.48854,2,0.311099871928656
"Gen2","calcium-dependent cell-cell adhesion via...",0.48988,1,0.309910290829324
"Gen2","amino acid salvage",0.49025,1,0.309582397660178
"Gen2","tetrahydrofolate interconversion",0.49067,2,0.309210494358082
"Gen2","regulation of protein autophosphorylatio...",0.4915,1,0.308476477831846
"Gen2","apical junction assembly",0.49154,2,0.308441134856411
"Gen2","protein depolymerization",0.49261,4,0.30749677621446
"Gen2","response to oxygen radical",0.49309,1,0.307073804990373
"Gen2","cell communication involved in cardiac c...",0.49354,1,0.306677643247048
"Gen2","negative regulation of cation transmembr...",0.4946,1,0.305745887974722
"Gen2","carbohydrate biosynthetic process",0.49465,5,0.305701986586572
"Gen2","genital disc morphogenesis",0.4948,1,0.305570309042917
"Gen2","amino acid transmembrane transport",0.49482,2,0.305552755053225
"Gen2","positive regulation of viral process",0.49514,2,0.305271987670605
"Gen2","regulation of intracellular steroid horm...",0.49529,1,0.305140440417829
"Gen2","ketone metabolic process",0.49624,4,0.30430823184309
"Gen2","amino acid biosynthetic process",0.49626,8,0.30429072879092
"Gen2","peptidyl-tyrosine phosphorylation",0.49632,4,0.304238223866489
"Gen2","organic cation transport",0.49641,1,0.304159478379844
"Gen2","negative regulation of steroid metabolic...",0.49643,1,0.304141981321629
"Gen2","regulation of cytokine production",0.49783,4,0.302918935686685
"Gen2","response to virus",0.49858,3,0.302265146738479
"Gen2","neural crest cell development",0.49929,2,0.301647132098926
"Gen2","negative regulation of mRNA metabolic pr...",0.49947,1,0.301490591973993
"Gen2","membrane protein proteolysis",0.49977,1,0.301229817088109
"Gen2","mitochondrial respiratory chain complex ...",0.5,1,0.301029995663981
"Gen2","mitotic G2 DNA damage checkpoint signali...",0.5,2,0.301029995663981
"Gen2","myosin II filament organization",0.5,1,0.301029995663981
"Gen2","relaxation of smooth muscle",0.5,1,0.301029995663981
"Gen2","synaptic vesicle coating",0.5,1,0.301029995663981
"Gen2","type B pancreatic cell apoptotic process",0.5,1,0.301029995663981
"Gen2","negative regulation of neuron differenti...",0.50152,1,0.299711743169098
"Gen2","cell elongation involved in imaginal dis...",0.50208,1,0.299227078093157
"Gen2","secondary alcohol metabolic process",0.50243,2,0.298924436855504
"Gen2","assembly of large subunit precursor of p...",0.5028,1,0.29860473098608
"Gen2","cell-cell junction assembly",0.50286,2,0.298552908960852
"Gen2","L-amino acid catabolic process",0.5032,5,0.298259367562787
"Gen2","serine family amino acid biosynthetic pr...",0.50336,2,0.298121299056807
"Gen2","leukocyte homeostasis",0.50431,1,0.297302420098331
"Gen2","pyrimidine dimer repair",0.50461,1,0.2970441471958
"Gen2","negative regulation of secretion by cell",0.50513,1,0.296596837689286
"Gen2","polysaccharide catabolic process",0.50528,2,0.2964678916718
"Gen2","muscle tissue development",0.50591,6,0.295926736084817
"Gen2","monosaccharide metabolic process",0.50644,11,0.295471999884021
"Gen2","positive regulation of endoplasmic retic...",0.50664,1,0.295300524980738
"Gen2","vesicle coating",0.50724,1,0.294786506123356
"Gen2","neural tube formation",0.50781,1,0.294298751075417
"Gen2","regulation of endoplasmic reticulum unfo...",0.50812,1,0.29403371058332
"Gen2","positive regulation of lymphocyte differ...",0.50939,1,0.292949585064291
"Gen2","regulation of cation channel activity",0.50947,3,0.292881384215061
"Gen2","inflammatory response",0.50987,3,0.292540540528601
"Gen2","carbohydrate catabolic process",0.51058,7,0.291936201007981
"Gen2","regulation of DNA-binding transcription ...",0.511,3,0.291579099865287
"Gen2","positive regulation of protein polymeriz...",0.51126,1,0.291358184310087
"Gen2","leukocyte activation involved in immune ...",0.51141,1,0.291230784126738
"Gen2","cardiac muscle contraction",0.51148,6,0.291171343495232
"Gen2","mitochondrial electron transport, ubiqui...",0.51163,1,0.29104399810177
"Gen2","pyrimidine nucleotide metabolic process",0.51201,7,0.290721556792904
"Gen2","placenta development",0.51238,2,0.290407830643113
"Gen2","maternal determination of anterior/poste...",0.51242,5,0.290373927873236
"Gen2","polysaccharide metabolic process",0.51264,4,0.290187509931875
"Gen2","regulation of monoatomic ion transmembra...",0.51437,6,0.288724369038724
"Gen2","extracellular structure organization",0.51455,3,0.288572417463208
"Gen2","regulation of response to cytokine stimu...",0.51457,1,0.288555537236141
"Gen2","negative regulation of DNA-templated tra...",0.51464,12,0.288496461607688
"Gen2","protein targeting",0.51494,6,0.288243371321828
"Gen2","establishment of meiotic spindle localiz...",0.51532,1,0.287923001879925
"Gen2","neutrophil homeostasis",0.51554,1,0.287737632794949
"Gen2","gastrulation",0.51642,5,0.286996946650696
"Gen2","positive regulation of nucleocytoplasmic...",0.51781,1,0.285829566680438
"Gen2","deoxyribonucleoside diphosphate metaboli...",0.51878,1,0.285016775180604
"Gen2","positive regulation of cell cycle phase ...",0.5189,3,0.284916329305073
"Gen2","vascular process in circulatory system",0.51898,4,0.284849378292198
"Gen2","regulation of translational initiation",0.5201,6,0.283913146225168
"Gen2","regulation of G2/M transition of mitotic...",0.52056,2,0.283529206274201
"Gen2","cytoplasmic translation",0.52067,14,0.283437444812877
"Gen2","ameboidal-type cell migration",0.52079,4,0.283337363507673
"Gen2","neuron remodeling",0.52125,3,0.282953932018186
"Gen2","pentose-phosphate shunt",0.52125,3,0.282953932018186
"Gen2","circulatory system development",0.52199,17,0.282337816895092
"Gen2","negative regulation of establishment of ...",0.5224,1,0.281996831732983
"Gen2","cellular response to alcohol",0.52341,1,0.281157984211744
"Gen2","epithelial cell migration",0.52373,3,0.280892548379792
"Gen2","odontogenesis",0.52383,1,0.280809632941397
"Gen2","cell projection assembly",0.52407,10,0.28061070045265
"Gen2","RNA catabolic process",0.5246,8,0.280171713745665
"Gen2","type 2 immune response",0.52523,1,0.279650475913936
"Gen2","muscle adaptation",0.52539,2,0.279518197606571
"Gen2","negative regulation of catabolic process",0.52581,3,0.279171158618547
"Gen2","regulation of glucose metabolic process",0.52598,4,0.279030769258377
"Gen2","regulation of viral process",0.52663,2,0.278494404509575
"Gen2","termination of RNA polymerase II transcr...",0.52698,1,0.278205866864227
"Gen2","detection of abiotic stimulus",0.52749,6,0.277785769179056
"Gen2","cellular component disassembly involved ...",0.52843,1,0.277012534614259
"Gen2","regulation of proteolysis involved in pr...",0.52897,5,0.276568957839878
"Gen2","tRNA wobble base modification",0.52954,1,0.276101228902764
"Gen2","branched-chain amino acid metabolic proc...",0.53014,2,0.275609426251042
"Gen2","coenzyme A biosynthetic process",0.5302,1,0.275560276602925
"Gen2","pyrimidine deoxyribonucleoside triphosph...",0.53032,1,0.275461993990526
"Gen2","regulation of protein refolding",0.53032,1,0.275461993990526
"Gen2","cell surface receptor signaling pathway ...",0.53048,1,0.275330985096048
"Gen2","hematopoietic or lymphoid organ developm...",0.53092,3,0.274970914278291
"Gen2","pyruvate decarboxylation to acetyl-CoA",0.53098,1,0.274921836834196
"Gen2","response to nutrient levels",0.5311,5,0.274823698580863
"Gen2","acylglycerol homeostasis",0.53142,1,0.274562104938558
"Gen2","hormone biosynthetic process",0.53148,1,0.274513073667616
"Gen2","negative regulation of apoptotic process",0.5318,9,0.274251667004452
"Gen2","nuclear RNA surveillance",0.53216,2,0.273957772460575
"Gen2","regulation of apoptotic process",0.53274,15,0.273484693627987
"Gen2","axon development",0.53301,11,0.273264642935756
"Gen2","regulation of receptor signaling pathway...",0.53357,1,0.272808596634093
"Gen2","cell division",0.53417,13,0.272320506431292
"Gen2","ketone body catabolic process",0.53424,1,0.272263598289704
"Gen2","molybdopterin cofactor metabolic process",0.53435,1,0.272174186273537
"Gen2","defense response to Gram-negative bacter...",0.53459,1,0.271979169383144
"Gen2","JNK cascade",0.53476,1,0.271841085383433
"Gen2","pseudocleavage involved in syncytial bla...",0.53486,1,0.27175988000523
"Gen2","regulation of protein secretion",0.5364,1,0.270511230820439
"Gen2","organelle fission",0.53733,9,0.26975891139345
"Gen2","spindle checkpoint signaling",0.53864,1,0.268701398540111
"Gen2","tetrahydrofolate biosynthetic process",0.53876,1,0.268604655755548
"Gen2","gliogenesis",0.53878,3,0.26858853405308
"Gen2","eye photoreceptor cell differentiation",0.53883,1,0.26854823241499
"Gen2","vesicle cytoskeletal trafficking",0.53932,1,0.268153474151698
"Gen2","cell-cell adhesion",0.5396,4,0.267928059000133
"Gen2","nutrient storage",0.54127,2,0.266586043102017
"Gen2","GTP biosynthetic process",0.54135,2,0.266521858884812
"Gen2","coenzyme A metabolic process",0.54185,1,0.266120922296233
"Gen2","regulation of MAP kinase activity",0.54214,2,0.265888548560762
"Gen2","cell-cell signaling",0.54327,13,0.264984276549537
"Gen2","alpha-beta T cell activation",0.54386,1,0.264512881648321
"Gen2","dUTP metabolic process",0.54386,1,0.264512881648321
"Gen2","positive regulation of NF-kappaB transcr...",0.54386,1,0.264512881648321
"Gen2","regulation of insulin secretion",0.54386,1,0.264512881648321
"Gen2","nucleoside catabolic process",0.54426,1,0.264193582672865
"Gen2","wing disc development",0.54471,11,0.263834651705105
"Gen2","negative regulation of cell motility",0.54474,3,0.263810733518019
"Gen2","RIG-I signaling pathway",0.54545,1,0.263245053910344
"Gen2","photoreactive repair",0.54545,1,0.263245053910344
"Gen2","regulation of RIG-I signaling pathway",0.54545,1,0.263245053910344
"Gen2","homologous recombination",0.54576,1,0.262998297936678
"Gen2","compound eye photoreceptor cell differen...",0.5461,1,0.262727823464457
"Gen2","phototransduction",0.54632,2,0.262552900289651
"Gen2","positive regulation of MAP kinase activi...",0.54654,1,0.262378047541249
"Gen2","regulation of kinase activity",0.54678,6,0.262187379342861
"Gen2","cellular response to interleukin-4",0.54732,2,0.261758681711437
"Gen2","glycosyl compound catabolic process",0.5478,1,0.261377972082057
"Gen2","tRNA threonylcarbamoyladenosine metaboli...",0.54787,1,0.261322479801034
"Gen2","protein methylation",0.54793,3,0.261274920631586
"Gen2","myotube differentiation",0.54836,4,0.260934232242939
"Gen2","positive regulation of substrate adhesio...",0.54902,1,0.260411834545484
"Gen2","viral gene expression",0.54963,3,0.25992957056481
"Gen2","developmental growth involved in morphog...",0.55056,4,0.259195344723145
"Gen2","hormone secretion",0.55222,2,0.25788786837342
"Gen2","salivary gland boundary specification",0.5539,1,0.256568634853316
"Gen2","ERAD pathway",0.5546,1,0.256020134758157
"Gen2","inositol phosphate metabolic process",0.55529,1,0.255480147496142
"Gen2","ribosomal large subunit assembly",0.55534,5,0.255441044060957
"Gen2","sulfur compound catabolic process",0.55595,1,0.254964265433294
"Gen2","regulation of response to external stimu...",0.55609,12,0.254854914640538
"Gen2","regulation of RNA splicing",0.55715,4,0.254027865145476
"Gen2","regulation of transmembrane receptor pro...",0.55755,3,0.253716179848593
"Gen2","cell junction assembly",0.5583,5,0.253132372149571
"Gen2","immune effector process",0.55859,4,0.252906843399949
"Gen2","regulation of muscle adaptation",0.55871,2,0.252813555405626
"Gen2","transport of virus",0.55923,1,0.252409538827139
"Gen2","regulation of phospholipase C-activating...",0.55952,1,0.25218438503483
"Gen2","nucleic acid catabolic process",0.55988,10,0.251905046069536
"Gen2","response to calcium ion",0.55994,3,0.251858507038372
"Gen2","phospholipase C-activating opsin-mediate...",0.56028,1,0.251594880021569
"Gen2","regulation of protein kinase activity",0.56127,6,0.250828170291726
"Gen2","synaptic vesicle budding",0.5614,1,0.25072759170158
"Gen2","axo-dendritic transport",0.56155,1,0.250611568418846
"Gen2","mitotic cell cycle",0.56155,18,0.250611568418846
"Gen2","synaptic vesicle transport",0.56168,1,0.250511039973382
"Gen2","aromatic amino acid family catabolic pro...",0.56175,3,0.250456918908834
"Gen2","cell junction organization",0.56226,8,0.250062811737242
"Gen2","establishment of mitotic spindle orienta...",0.56242,2,0.249939243935604
"Gen2","DNA-templated DNA replication",0.56275,5,0.249684496327442
"Gen2","negative regulation of growth",0.56327,2,0.249283378857693
"Gen2","negative regulation of opsin-mediated si...",0.56327,1,0.249283378857693
"Gen2","positive regulation of transferase activ...",0.56462,3,0.248243742314143
"Gen2","regulation of immune system process",0.56488,11,0.248043801513277
"Gen2","positive regulation of viral genome repl...",0.56541,1,0.247636514724438
"Gen2","toll-like receptor signaling pathway",0.56608,2,0.247122188770371
"Gen2","protein O-linked glycosylation",0.56706,2,0.246370986450482
"Gen2","indole-containing compound catabolic pro...",0.56793,1,0.245705189794552
"Gen2","regulation of cellular component biogene...",0.56826,13,0.245452913004477
"Gen2","response to peptide",0.5683,6,0.24542234395527
"Gen2","negative regulation of G protein-coupled...",0.56841,1,0.245338290162907
"Gen2","neuron apoptotic process",0.56843,3,0.245323009402837
"Gen2","dendritic spine development",0.56929,1,0.244666444825309
"Gen2","regulation of membrane potential",0.56963,6,0.244407146317541
"Gen2","establishment or maintenance of cytoskel...",0.5699,1,0.244201343026169
"Gen2","regulation of glycoprotein metabolic pro...",0.56992,1,0.24418610221685
"Gen2","sensory perception of sound",0.57024,3,0.243942321979238
"Gen2","central nervous system neuron differenti...",0.57079,2,0.243523644146848
"Gen2","kinetochore organization",0.57161,1,0.242900182073457
"Gen2","inflammatory response to antigenic stimu...",0.57166,1,0.242862195029086
"Gen2","erythrose 4-phosphate/phosphoenolpyruvat...",0.5718,2,0.24275584897803
"Gen2","positive regulation of ryanodine-sensiti...",0.57193,3,0.242657122385407
"Gen2","protein-containing complex disassembly",0.57258,7,0.242163825789331
"Gen2","in utero embryonic development",0.57282,2,0.241981827051454
"Gen2","maintenance of protein localization in o...",0.57318,1,0.241708971870602
"Gen2","positive regulation of cation channel ac...",0.57375,3,0.241277301454682
"Gen2","methylation",0.57381,15,0.241231887412823
"Gen2","growth",0.57383,18,0.241216750454127
"Gen2","execution phase of apoptosis",0.57416,1,0.24096706677574
"Gen2","post-Golgi vesicle-mediated transport",0.57416,1,0.24096706677574
"Gen2","inner ear receptor cell stereocilium org...",0.57535,1,0.240067882570149
"Gen2","protein targeting to vacuole",0.57589,1,0.239660462679549
"Gen2","mitochondrial translational elongation",0.57628,1,0.239366452499782
"Gen2","prosthetic group metabolic process",0.57689,1,0.238906989179247
"Gen2","mononuclear cell migration",0.57692,1,0.23888440515855
"Gen2","proline metabolic process",0.57815,1,0.237959470021021
"Gen2","nitric oxide metabolic process",0.57826,3,0.237876848125407
"Gen2","photoreceptor cell axon guidance",0.57827,1,0.23786933782335
"Gen2","methionine metabolic process",0.57843,3,0.237749190650275
"Gen2","error-free translesion synthesis",0.57882,1,0.237456471092091
"Gen2","regulation of myoblast fusion",0.57882,1,0.237456471092091
"Gen2","neuroblast proliferation",0.57894,1,0.237366443214094
"Gen2","Wnt signaling pathway, calcium modulatin...",0.57902,1,0.237306434995144
"Gen2","purine ribonucleoside monophosphate meta...",0.57943,5,0.236999022944533
"Gen2","pyridine nucleotide catabolic process",0.57956,5,0.236901596249076
"Gen2","homoserine metabolic process",0.57987,1,0.236669359214329
"Gen2","embryonic placenta development",0.58023,1,0.236399820349569
"Gen2","protein peptidyl-prolyl isomerization",0.58033,4,0.236324978121166
"Gen2","phosphatidylinositol metabolic process",0.58133,2,0.235577264350907
"Gen2","syncytial nuclear migration",0.58136,1,0.235554852814796
"Gen2","morphogenesis of an epithelial sheet",0.58144,1,0.23549509437206
"Gen2","mononuclear cell differentiation",0.58193,2,0.235129253223128
"Gen2","regulation of alternative mRNA splicing,...",0.582,2,0.235077015350112
"Gen2","L-amino acid biosynthetic process",0.58254,5,0.234674248528815
"Gen2","7-methylguanosine mRNA capping",0.58263,1,0.234607157025516
